출처: 시카고선물거래소(CBO).
단위 : 달러/톤
"date","wheat","corn","soybeans"
"20041002","0","0","0"
"20041001","111","81","196"
"20040930","112","80","193"
"20040929","117","81","196"
"20040928","116","82","195"
"20040927","117","81","195"
"20040926","0","0","0"
"20040925","0","0","0"
"20040924","118","80","192"
"20040923","119","81","197"
"20040922","119","82","197"
"20040921","123","83","199"
"20040920","120","83","199"
"20040919","0","0","0"
"20040918","0","0","0"
"20040917","122","84","203"
"20040916","124","85","204"
"20040915","123","86","208"
"20040914","120","85","205"
"20040913","120","82","206"
"20040912","0","0","0"
"20040911","0","0","0"
"20040910","118","82","206"
"20040909","114","85","213"
"20040908","113","85","213"
"20040907","112","86","216"
"20040906","0","0","0"
"20040905","0","0","0"
"20040904","0","0","0"
"20040903","113","87","225"
"20040902","114","89","230"
"20040901","116","91","233"
"20040831","113","89","230"
"20040830","111","88","228"
"20040829","0","0","0"
"20040828","0","0","0"
"20040827","110","86","220"
"20040826","112","88","226"
"20040825","112","89","229"
"20040824","114","91","227"
"20040823","117","92","228"
"20040822","0","0","0"
"20040821","0","0","0"
"20040820","114","91","218"
"20040819","113","90","219"
"20040818","110","88","220"
"20040817","113","89","217"
"20040816","111","87","211"
"20040815","0","0","0"
"20040814","0","0","0"
"20040813","110","85","239"
"20040812","110","85","252"
"20040811","111","86","234"
"20040810","114","88","231"
"20040809","116","89","225"
"20040808","0","0","0"
"20040807","0","0","0"
"20040806","116","88","222"
"20040805","118","88","223"
"20040804","117","87","216"
"20040803","116","86","220"
"20040802","116","85","219"
"20040801","0","0","0"
"20040731","0","0","0"
"20040730","114","85","220"
"20040729","114","86","229"
"20040728","115","86","230"
"20040727","118","87","244"
"20040726","118","87","245"
"20040725","0","0","0"
"20040724","0","0","0"
"20040723","120","88","246"
"20040722","118","86","241"
"20040721","119","89","259"
"20040720","121","92","266"
"20040719","123","93","259"
"20040718","0","0","0"
"20040717","0","0","0"
"20040716","122","94","259"
"20040715","122","95","275"
"20040714","123","97","316"
"20040713","122","95","334"
"20040712","124","96","344"
"20040711","0","0","0"
"20040710","0","0","0"
"20040709","121","95","350"
"20040708","122","96","357"
"20040707","125","98","353"
"20040706","124","98","359"
"20040705","0","0","0"
"20040704","0","0","0"
"20040703","0","0","0"
"20040702","123","100","345"
"20040701","121","101","343"
"20040630","124","101","328"
"20040629","124","105","328"
"20040628","124","106","325"
"20040627","0","0","0"
"20040626","0","0","0"
"20040625","125","108","338"
"20040624","124","107","338"
"20040623","126","108","337"
"20040622","126","105","325"
"20040621","130","108","326"
"20040620","0","0","0"
"20040619","0","0","0"
"20040618","129","108","320"
"20040617","129","109","317"
"20040616","129","110","319"
"20040615","128","110","324"
"20040614","130","113","320"
"20040613","0","0","0"
"20040612","0","0","0"
"20040611","128","112","311"
"20040610","128","112","311"
"20040609","132","117","313"
"20040608","133","116","313"
"20040607","133","118","311"
"20040606","0","0","0"
"20040605","0","0","0"
"20040604","135","121","308"
"20040603","134","122","296"
"20040602","137","126","312"
"20040601","142","127","317"
"20040531","0","0","0"
"20040530","0","0","0"
"20040529","0","0","0"
"20040528","133","119","299"
"20040527","135","117","302"
"20040526","140","118","320"
"20040525","138","119","324"
"20040524","139","116","318"
"20040523","0","0","0"
"20040522","0","0","0"
"20040521","135","114","320"
"20040520","136","115","319"
"20040519","138","117","333"
"20040518","136","114","321"
"20040517","135","116","332"
"20040516","0","0","0"
"20040515","0","0","0"
"20040514","130","115","356"
"20040513","133","114","372"
"20040512","133","115","364"
"20040511","135","116","387"
"20040510","139","116","382"
"20040509","0","0","0"
"20040508","0","0","0"
"20040507","144","120","385"
"20040506","144","120","374"
"20040505","146","123","380"
"20040504","148","125","381"
"20040503","142","125","382"
"20040502","0","0","0"
"20040501","0","0","0"
"20040430","140","124","379"
"20040429","139","123","372"
"20040428","136","121","366"
"20040427","138","121","368"
"20040426","137","118","354"
"20040425","0","0","0"
"20040424","0","0","0"
"20040423","137","119","355"
"20040422","139","119","347"
"20040421","141","119","343"
"20040420","145","121","350"
"20040419","144","122","356"
"20040418","0","0","0"
"20040417","0","0","0"
"20040416","142","123","354"
"20040415","140","121","353"
"20040414","147","124","372"
"20040413","144","122","356"
"20040412","149","126","355"
"20040411","0","0","0"
"20040410","0","0","0"
"20040409","0","0","0"
"20040408","152","130","363"
"20040407","152","129","373"
"20040406","153","128","370"
"20040405","152","129","376"
"20040404","0","0","0"
"20040403","0","0","0"
"20040402","152","130","384"
"20040401","150","128","378"
"20040331","149","125","365"
"20040330","152","122","373"
"20040329","149","120","372"
"20040328","0","0","0"
"20040327","0","0","0"
"20040326","148","120","372"
"20040325","149","120","377"
"20040324","151","121","376"
"20040323","151","124","386"
"20040322","155","125","387"
"20040321","0","0","0"
"20040320","0","0","0"
"20040319","144","122","376"
"20040318","146","122","374"
"20040317","143","121","365"
"20040316","136","120","363"
"20040315","137","121","359"
"20040314","0","0","0"
"20040313","0","0","0"
"20040312","131","116","350"
"20040311","130","115","346"
"20040310","131","114","339"
"20040309","133","116","346"
"20040308","132","112","334"
"20040307","0","0","0"
"20040306","0","0","0"
"20040305","134","114","343"
"20040304","136","114","342"
"20040303","135","114","346"
"20040302","137","113","342"
"20040301","137","116","353"
"20040229","0","0","0"
"20040228","0","0","0"
"20040227","139","116","346"
"20040226","142","116","340"
"20040225","142","114","343"
"20040224","144","114","341"
"20040223","143","113","334"
"20040222","0","0","0"
"20040221","0","0","0"
"20040220","136","112","328"
"20040219","136","112","323"
"20040218","133","110","313"
"20040217","137","111","312"
"20040216","0","0","0"
"20040215","0","0","0"
"20040214","0","0","0"
"20040213","139","111","304"
"20040212","142","110","302"
"20040211","142","111","307"
"20040210","141","110","306"
"20040209","140","111","311"
"20040208","0","0","0"
"20040207","0","0","0"
"20040206","139","109","308"
"20040205","139","108","305"
"20040204","138","106","296"
"20040203","139","107","294"
"20040202","141","106","291"
"20040201","0","0","0"
"20040131","0","0","0"
"20040130","142","108","301"
"20040129","139","106","297"
"20040128","137","106","295"
"20040127","139","108","306"
"20040126","140","110","311"
"20040125","0","0","0"
"20040124","0","0","0"
"20040123","140","109","308"
"20040122","142","108","308"
"20040121","144","109","309"
"20040120","145","108","304"
"20040119","0","0","0"
"20040118","0","0","0"
"20040117","0","0","0"
"20040116","146","107","307"
"20040115","141","105","306"
"20040114","145","105","306"
"20040113","144","105","306"
"20040112","146","104","300"
"20040111","0","0","0"
"20040110","0","0","0"
"20040109","141","98","290"
"20040108","144","99","291"
"20040107","145","98","289"
"20040106","144","99","292"
"20040105","146","99","292"
"20040104","0","0","0"
"20040103","0","0","0"
"20040102","149","99","291"
"20040101","0","0","0"
"20031231","138","96","289"
"20031230","134","95","285"
"20031229","133","95","288"
"20031228","0","0","0"
"20031227","0","0","0"
"20031226","134","94","291"
"20031225","0","0","0"
"20031224","133","92","279"
"20031223","136","95","272"
"20031222","141","96","276"
"20031221","0","0","0"
"20031220","0","0","0"
"20031219","144","98","280"
"20031218","144","98","279"
"20031217","141","99","282"
"20031216","143","99","280"
"20031215","142","99","284"
"20031214","0","0","0"
"20031213","0","0","0"
"20031212","139","100","285"
"20031211","138","99","281"
"20031210","142","98","288"
"20031209","145","98","289"
"20031208","145","97","283"
"20031207","0","0","0"
"20031206","0","0","0"
"20031205","143","97","279"
"20031204","146","97","282"
"20031203","147","98","285"
"20031202","145","96","284"
"20031201","145","97","279"
"20031130","0","0","0"
"20031129","0","0","0"
"20031128","144","96","277"
"20031127","0","0","0"
"20031126","142","95","274"
"20031125","142","94","274"
"20031124","139","92","270"
"20031123","0","0","0"
"20031122","0","0","0"
"20031121","140","92","276"
"20031120","137","92","278"
"20031119","133","91","275"
"20031118","142","92","285"
"20031117","146","93","286"
"20031116","0","0","0"
"20031115","0","0","0"
"20031114","148","94","284"
"20031113","149","94","283"
"20031112","148","94","282"
"20031111","142","91","285"
"20031110","140","91","278"
"20031109","0","0","0"
"20031108","0","0","0"
"20031107","138","92","273"
"20031106","137","92","278"
"20031105","138","93","281"
"20031104","133","91","278"
"20031103","134","94","290"
"20031102","0","0","0"
"20031101","0","0","0"
"20031031","135","97","291"
"20031030","135","97","291"
"20031029","138","97","293"
"20031028","138","94","287"
"20031027","134","92","278"
"20031026","0","0","0"
"20031025","0","0","0"
"20031024","135","92","280"
"20031023","135","92","280"
"20031022","130","86","275"
"20031021","125","84","268"
"20031020","122","84","267"
"20031019","0","0","0"
"20031018","0","0","0"
"20031017","120","84","267"
"20031016","123","84","266"
"20031015","122","85","267"
"20031014","119","86","272"
"20031013","122","85","268"
"20031012","0","0","0"
"20031011","0","0","0"
"20031010","120","85","262"
"20031009","120","87","254"
"20031008","120","87","249"
"20031007","122","87","252"
"20031006","125","87","251"
"20031005","0","0","0"
"20031004","0","0","0"
"20031003","129","87","249"
"20031002","131","86","256"
"20031001","133","86","252"
"20030930","132","86","248"
"20030929","130","88","251"
"20030928","0","0","0"
"20030927","0","0","0"
"20030926","132","89","241"
"20030925","132","89","240"
"20030924","129","88","239"
"20030923","126","88","239"
"20030922","126","89","239"
"20030921","0","0","0"
"20030920","0","0","0"
"20030919","127","88","234"
"20030918","125","88","230"
"20030917","128","88","226"
"20030916","129","88","224"
"20030915","130","89","227"
"20030914","0","0","0"
"20030913","0","0","0"
"20030912","124","89","238"
"20030911","124","89","234"
"20030910","126","92","226"
"20030909","127","92","226"
"20030908","128","91","222"
"20030907","0","0","0"
"20030906","0","0","0"
"20030905","126","93","223"
"20030904","130","95","222"
"20030903","131","93","215"
"20030902","133","91","213"
"20030901","0","0","0"
"20030831","0","0","0"
"20030830","0","0","0"
"20030829","135","91","218"
"20030828","131","90","216"
"20030827","132","90","214"
"20030826","132","89","211"
"20030825","131","89","215"
"20030824","0","0","0"
"20030823","0","0","0"
"20030822","133","89","215"
"20030821","133","88","212"
"20030820","134","89","211"
"20030819","135","87","208"
"20030818","140","90","213"
"20030817","0","0","0"
"20030816","0","0","0"
"20030815","139","86","202"
"20030814","135","86","214"
"20030813","134","86","207"
"20030812","132","86","209"
"20030811","131","82","204"
"20030810","0","0","0"
"20030809","0","0","0"
"20030808","131","83","201"
"20030807","131","83","199"
"20030806","131","83","198"
"20030805","128","82","199"
"20030804","130","82","198"
"20030803","0","0","0"
"20030802","0","0","0"
"20030801","128","81","197"
"20030731","128","81","195"
"20030730","124","81","196"
"20030729","127","82","198"
"20030728","128","82","203"
"20030727","0","0","0"
"20030726","0","0","0"
"20030725","125","81","201"
"20030724","126","80","201"
"20030723","127","80","204"
"20030722","122","82","206"
"20030721","122","81","204"
"20030720","0","0","0"
"20030719","0","0","0"
"20030718","123","81","205"
"20030717","120","81","210"
"20030716","117","81","213"
"20030715","115","82","215"
"20030714","115","87","224"
"20030713","0","0","0"
"20030712","0","0","0"
"20030711","115","88","228"
"20030710","113","88","225"
"20030709","113","89","227"
"20030708","110","90","225"
"20030707","109","89","227"
"20030706","0","0","0"
"20030705","0","0","0"
"20030704","0","0","0"
"20030703","111","90","230"
"20030702","112","90","231"
"20030701","112","90","230"
"20030630","0","0","0"
"20030629","0","0","0"
"20030628","0","0","0"
"20030627","108","91","232"
"20030626","109","91","230"
"20030625","110","93","236"
"20030624","111","94","233"
"20030623","112","94","231"
"20030622","0","0","0"
"20030621","0","0","0"
"20030620","114","95","231"
"20030619","116","96","231"
"20030618","116","96","231"
"20030617","116","95","228"
"20030616","116","94","226"
"20030615","0","0","0"
"20030614","0","0","0"
"20030613","116","95","225"
"20030612","123","97","229"
"20030611","121","96","231"
"20030610","122","94","232"
"20030609","120","93","229"
"20030608","0","0","0"
"20030607","0","0","0"
"20030606","117","93","232"
"20030605","117","92","227"
"20030604","115","93","226"
"20030603","117","94","224"
"20030602","117","95","225"
"20030601","0","0","0"
"20030531","0","0","0"
"20030530","119","96","229"
"20030529","119","96","231"
"20030528","117","94","228"
"20030527","120","95","231"
"20030526","0","0","0"
"20030525","0","0","0"
"20030524","0","0","0"
"20030523","118","95","230"
"20030522","119","95","230"
"20030521","122","96","235"
"20030520","123","97","236"
"20030519","120","97","234"
"20030518","0","0","0"
"20030517","0","0","0"
"20030516","124","100","235"
"20030515","124","100","238"
"20030514","118","100","236"
"20030513","119","99","236"
"20030512","119","99","235"
"20030511","0","0","0"
"20030510","0","0","0"
"20030509","116","100","233"
"20030508","107","96","228"
"20030507","108","96","228"
"20030506","105","94","229"
"20030505","103","94","229"
"20030504","0","0","0"
"20030503","0","0","0"
"20030502","101","92","230"
"20030501","101","91","229"
"20030430","102","91","229"
"20030429","102","91","228"
"20030428","104","91","222"
"20030427","0","0","0"
"20030426","0","0","0"
"20030425","107","92","220"
"20030424","107","93","221"
"20030423","108","93","221"
"20030422","105","93","224"
"20030421","106","93","226"
"20030420","0","0","0"
"20030419","0","0","0"
"20030418","0","0","0"
"20030417","105","94","228"
"20030416","103","94","223"
"20030415","105","95","224"
"20030414","103","94","223"
"20030413","0","0","0"
"20030412","0","0","0"
"20030411","104","94","220"
"20030410","104","93","220"
"20030409","105","95","221"
"20030408","104","95","220"
"20030407","106","95","220"
"20030406","0","0","0"
"20030405","0","0","0"
"20030404","104","94","217"
"20030403","103","93","215"
"20030402","105","94","215"
"20030401","103","94","210"
"20030331","105","93","211"
"20030330","0","0","0"
"20030329","0","0","0"
"20030328","102","89","213"
"20030327","104","90","213"
"20030326","104","89","209"
"20030325","103","89","210"
"20030324","103","90","209"
"20030323","0","0","0"
"20030322","0","0","0"
"20030321","105","91","211"
"20030320","108","92","211"
"20030319","108","91","209"
"20030318","108","90","210"
"20030317","107","90","208"
"20030316","0","0","0"
"20030315","0","0","0"
"20030314","114","90","212"
"20030313","114","92","211"
"20030312","112","93","208"
"20030311","113","92","210"
"20030310","114","93","208"
"20030309","0","0","0"
"20030308","0","0","0"
"20030307","115","94","207"
"20030306","117","94","206"
"20030305","118","93","208"
"20030304","119","92","210"
"20030303","116","91","211"
"20030302","0","0","0"
"20030301","0","0","0"
"20030228","114","91","212"
"20030227","113","90","213"
"20030226","117","91","212"
"20030225","117","91","211"
"20030224","118","90","210"
"20030223","0","0","0"
"20030222","0","0","0"
"20030221","120","91","210"
"20030220","121","92","208"
"20030219","120","92","210"
"20030218","123","93","210"
"20030217","0","0","0"
"20030216","0","0","0"
"20030215","0","0","0"
"20030214","122","94","210"
"20030213","119","94","210"
"20030212","119","94","206"
"20030211","121","95","210"
"20030210","123","95","207"
"20030209","0","0","0"
"20030208","0","0","0"
"20030207","121","94","204"
"20030206","120","94","206"
"20030205","119","93","206"
"20030204","119","93","209"
"20030203","118","93","208"
"20030202","0","0","0"
"20030201","0","0","0"
"20030131","117","93","207"
"20030130","115","93","208"
"20030129","115","92","206"
"20030128","116","93","210"
"20030127","114","92","208"
"20030126","0","0","0"
"20030125","0","0","0"
"20030124","117","92","209"
"20030123","114","92","206"
"20030122","115","92","205"
"20030121","117","92","204"
"20030120","0","0","0"
"20030119","0","0","0"
"20030118","0","0","0"
"20030117","116","91","204"
"20030116","114","90","201"
"20030115","114","91","202"
"20030114","115","91","203"
"20030113","114","90","205"
"20030112","0","0","0"
"20030111","0","0","0"
"20030110","117","92","207"
"20030109","120","95","215"
"20030108","123","96","216"
"20030107","120","94","215"
"20030106","121","92","213"
"20030105","0","0","0"
"20030104","0","0","0"
"20030103","121","92","213"
"20030102","120","93","214"
"20030101","0","0","0"
"20021231","119","92","209"
"20021230","120","92","207"
"20021229","0","0","0"
"20021228","0","0","0"
"20021227","122","94","209"
"20021226","124","95","207"
"20021225","0","0","0"
"20021224","0","0","0"
"20021223","127","95","210"
"20021222","0","0","0"
"20021221","0","0","0"
"20021220","125","94","210"
"20021219","128","94","207"
"20021218","130","94","205"
"20021217","132","93","204"
"20021216","130","93","206"
"20021215","0","0","0"
"20021214","0","0","0"
"20021213","126","92","210"
"20021212","126","92","211"
"20021211","127","93","208"
"20021210","124","92","207"
"20021209","127","91","206"
"20021208","0","0","0"
"20021207","0","0","0"
"20021206","128","91","206"
"20021205","127","92","206"
"20021204","131","93","208"
"20021203","130","93","207"
"20021202","136","94","212"
"20021201","0","0","0"
"20021130","0","0","0"
"20021129","137","94","212"
"20021128","0","0","0"
"20021127","139","94","212"
"20021126","137","95","210"
"20021125","140","95","210"
"20021124","0","0","0"
"20021123","0","0","0"
"20021122","137","97","210"
"20021121","137","97","209"
"20021120","137","97","211"
"20021119","141","97","210"
"20021118","140","95","208"
"20021117","0","0","0"
"20021116","0","0","0"
"20021115","143","95","206"
"20021114","143","96","209"
"20021113","139","94","208"
"20021112","137","93","209"
"20021111","140","92","210"
"20021110","0","0","0"
"20021109","0","0","0"
"20021108","140","92","206"
"20021107","145","94","210"
"20021106","144","95","213"
"20021105","147","95","212"
"20021104","150","96","211"
"20021103","0","0","0"
"20021102","0","0","0"
"20021101","151","97","208"
"20021031","147","97","207"
"20021030","149","96","204"
"20021029","152","98","204"
"20021028","152","97","200"
"20021027","0","0","0"
"20021026","0","0","0"
"20021025","150","98","204"
"20021024","151","98","204"
"20021023","145","98","203"
"20021022","148","99","200"
"20021021","150","100","202"
"20021020","0","0","0"
"20021019","0","0","0"
"20021018","151","100","200"
"20021017","149","100","202"
"20021016","150","99","200"
"20021015","144","100","201"
"20021014","133","96","195"
"20021013","0","0","0"
"20021012","0","0","0"
"20021011","134","97","194"
"20021010","134","99","192"
"20021009","136","100","192"
"20021008","140","101","196"
"20021007","140","102","198"
"20021006","0","0","0"
"20021005","0","0","0"
"20021004","138","101","198"
"20021003","137","100","197"
"20021002","140","101","197"
"20021001","145","100","199"
"20020930","145","99","200"
"20020929","0","0","0"
"20020928","0","0","0"
"20020927","147","101","205"
"20020926","147","102","207"
"20020925","143","101","205"
"20020924","148","102","206"
"20020923","143","100","203"
"20020922","0","0","0"
"20020921","0","0","0"
"20020920","146","102","207"
"20020919","145","105","207"
"20020918","151","107","210"
"20020917","148","108","210"
"20020916","147","109","210"
"20020915","0","0","0"
"20020914","0","0","0"
"20020913","145","104","207"
"20020912","150","107","212"
"20020911","152","110","217"
"20020910","152","108","213"
"20020909","152","109","210"
"20020908","0","0","0"
"20020907","0","0","0"
"20020906","148","107","207"
"20020905","142","107","207"
"20020904","139","106","206"
"20020903","134","104","205"
"20020902","0","0","0"
"20020901","0","0","0"
"20020831","0","0","0"
"20020830","133","102","205"
"20020829","130","100","204"
"20020828","130","102","205"
"20020827","129","102","206"
"20020826","129","103","203"
"20020825","0","0","0"
"20020824","0","0","0"
"20020823","127","103","202"
"20020822","125","102","201"
"20020821","124","102","203"
"20020820","124","102","202"
"20020819","128","104","209"
"20020818","0","0","0"
"20020817","0","0","0"
"20020816","127","106","214"
"20020815","128","107","217"
"20020814","131","107","221"
"20020813","131","105","217"
"20020812","129","102","216"
"20020811","0","0","0"
"20020810","0","0","0"
"20020809","126","98","208"
"20020808","124","96","204"
"20020807","127","98","205"
"20020806","125","98","207"
"20020805","124","99","205"
"20020804","0","0","0"
"20020803","0","0","0"
"20020802","123","99","206"
"20020801","123","98","208"
"20020731","122","97","208"
"20020730","119","92","200"
"20020729","119","90","196"
"20020728","0","0","0"
"20020727","0","0","0"
"20020726","123","95","202"
"20020725","123","96","208"
"20020724","123","98","214"
"20020723","122","95","211"
"20020722","124","96","218"
"20020721","0","0","0"
"20020720","0","0","0"
"20020719","121","92","211"
"20020718","122","91","212"
"20020717","123","91","211"
"20020716","122","92","213"
"20020715","118","89","209"
"20020714","0","0","0"
"20020713","0","0","0"
"20020712","115","84","212"
"20020711","119","85","211"
"20020710","117","87","214"
"20020709","115","89","215"
"20020708","115","87","210"
"20020707","0","0","0"
"20020706","0","0","0"
"20020705","117","90","209"
"20020704","0","0","0"
"20020703","116","88","204"
"20020702","116","89","199"
"20020701","115","91","201"
"20020630","0","0","0"
"20020629","0","0","0"
"20020628","112","88","197"
"20020627","112","88","191"
"20020626","107","87","188"
"20020625","106","86","184"
"20020624","107","85","185"
"20020623","0","0","0"
"20020622","0","0","0"
"20020621","105","82","181"
"20020620","107","82","179"
"20020619","107","82","180"
"20020618","106","81","181"
"20020617","106","81","183"
"20020616","0","0","0"
"20020615","0","0","0"
"20020614","108","82","182"
"20020613","108","83","184"
"20020612","104","81","181"
"20020611","102","80","183"
"20020610","102","81","183"
"20020609","0","0","0"
"20020608","0","0","0"
"20020607","101","81","186"
"20020606","103","82","188"
"20020605","104","82","188"
"20020604","103","82","187"
"20020603","105","82","185"
"20020602","0","0","0"
"20020601","0","0","0"
"20020531","103","84","186"
"20020530","101","83","184"
"20020529","101","83","182"
"20020528","99","81","182"
"20020527","0","0","0"
"20020526","0","0","0"
"20020525","0","0","0"
"20020524","98","80","180"
"20020523","99","81","180"
"20020522","98","81","181"
"20020521","100","82","180"
"20020520","101","83","180"
"20020519","0","0","0"
"20020518","0","0","0"
"20020517","100","82","179"
"20020516","101","83","178"
"20020515","104","85","177"
"20020514","100","82","174"
"20020513","100","82","175"
"20020512","0","0","0"
"20020511","0","0","0"
"20020510","97","79","172"
"20020509","98","78","173"
"20020508","97","78","171"
"20020507","98","78","169"
"20020506","96","76","169"
"20020505","0","0","0"
"20020504","0","0","0"
"20020503","95","76","168"
"20020502","94","76","168"
"20020501","97","77","169"
"20020430","96","76","169"
"20020429","94","75","169"
"20020428","0","0","0"
"20020427","0","0","0"
"20020426","94","77","171"
"20020425","95","77","174"
"20020424","96","77","176"
"20020423","97","78","174"
"20020422","97","78","172"
"20020421","0","0","0"
"20020420","0","0","0"
"20020419","98","77","173"
"20020418","98","78","172"
"20020417","101","78","173"
"20020416","101","77","170"
"20020415","99","77","167"
"20020414","0","0","0"
"20020413","0","0","0"
"20020412","100","77","169"
"20020411","99","78","168"
"20020410","100","78","169"
"20020409","99","79","169"
"20020408","100","79","168"
"20020407","0","0","0"
"20020406","0","0","0"
"20020405","101","78","171"
"20020404","103","79","168"
"20020403","104","79","169"
"20020402","104","80","173"
"20020401","104","80","174"
"20020331","0","0","0"
"20020330","0","0","0"
"20020329","0","0","0"
"20020328","104","79","174"
"20020327","108","81","173"
"20020326","105","80","171"
"20020325","104","80","169"
"20020324","0","0","0"
"20020323","0","0","0"
"20020322","103","80","170"
"20020321","103","80","168"
"20020320","101","81","168"
"20020319","103","81","170"
"20020318","102","81","169"
"20020317","0","0","0"
"20020316","0","0","0"
"20020315","103","81","173"
"20020314","99","79","168"
"20020313","99","79","167"
"20020312","98","80","167"
"20020311","98","80","168"
"20020310","0","0","0"
"20020309","0","0","0"
"20020308","99","79","168"
"20020307","100","79","165"
"20020306","100","79","164"
"20020305","100","79","164"
"20020304","99","78","162"
"20020303","0","0","0"
"20020302","0","0","0"
"20020301","99","78","164"
"20020228","98","78","160"
"20020227","99","78","162"
"20020226","101","78","160"
"20020225","102","79","160"
"20020224","0","0","0"
"20020223","0","0","0"
"20020222","102","80","162"
"20020221","102","81","163"
"20020220","102","81","163"
"20020219","102","81","161"
"20020218","0","0","0"
"20020217","0","0","0"
"20020216","0","0","0"
"20020215","101","80","160"
"20020214","103","81","160"
"20020213","103","82","161"
"20020212","103","81","160"
"20020211","103","80","158"
"20020210","0","0","0"
"20020209","0","0","0"
"20020208","103","80","157"
"20020207","103","80","158"
"20020206","102","80","157"
"20020205","103","81","159"
"20020204","103","81","159"
"20020203","0","0","0"
"20020202","0","0","0"
"20020201","105","80","156"
"20020131","105","81","158"
"20020130","104","81","157"
"20020129","106","81","157"
"20020128","107","81","158"
"20020127","0","0","0"
"20020126","0","0","0"
"20020125","109","82","158"
"20020124","109","82","160"
"20020123","109","82","159"
"20020122","108","82","161"
"20020121","0","0","0"
"20020120","0","0","0"
"20020119","0","0","0"
"20020118","109","83","163"
"20020117","110","84","165"
"20020116","111","84","166"
"20020115","110","82","163"
"20020114","112","80","163"
"20020113","0","0","0"
"20020112","0","0","0"
"20020111","113","80","163"
"20020110","111","79","159"
"20020109","111","79","161"
"20020108","112","80","159"
"20020107","111","80","157"
"20020106","0","0","0"
"20020105","0","0","0"
"20020104","112","79","155"
"20020103","110","79","155"
"20020102","107","78","153"
"20020101","0","0","0"
"20011231","106","78","154"
"20011230","0","0","0"
"20011229","0","0","0"
"20011228","106","79","155"
"20011227","106","78","157"
"20011226","104","78","157"
"20011225","0","0","0"
"20011224","0","0","0"
"20011223","0","0","0"
"20011222","0","0","0"
"20011221","106","80","160"
"20011220","105","80","160"
"20011219","107","81","159"
"20011218","104","81","158"
"20011217","105","81","160"
"20011216","0","0","0"
"20011215","0","0","0"
"20011214","101","81","160"
"20011213","100","81","159"
"20011212","101","81","158"
"20011211","102","82","160"
"20011210","100","82","162"
"20011209","0","0","0"
"20011208","0","0","0"
"20011207","101","81","163"
"20011206","100","80","162"
"20011205","101","82","162"
"20011204","101","83","163"
"20011203","102","82","164"
"20011202","0","0","0"
"20011201","0","0","0"
"20011130","103","82","163"
"20011129","100","78","160"
"20011128","100","78","160"
"20011127","102","80","163"
"20011126","101","80","162"
"20011125","0","0","0"
"20011124","0","0","0"
"20011123","106","81","165"
"20011122","0","0","0"
"20011121","105","82","165"
"20011120","105","82","164"
"20011119","106","82","166"
"20011118","0","0","0"
"20011117","0","0","0"
"20011116","106","81","166"
"20011115","102","81","164"
"20011114","103","80","164"
"20011113","102","80","162"
"20011112","103","80","163"
"20011111","0","0","0"
"20011110","0","0","0"
"20011109","105","80","162"
"20011108","104","78","159"
"20011107","105","78","161"
"20011106","104","78","158"
"20011105","104","78","160"
"20011104","0","0","0"
"20011103","0","0","0"
"20011102","104","78","159"
"20011101","106","78","159"
"20011031","107","79","157"
"20011030","108","79","158"
"20011029","107","78","156"
"20011028","0","0","0"
"20011027","0","0","0"
"20011026","108","79","156"
"20011025","106","79","157"
"20011024","104","79","155"
"20011023","104","78","154"
"20011022","103","78","154"
"20011021","0","0","0"
"20011020","0","0","0"
"20011019","105","78","156"
"20011018","103","78","158"
"20011017","104","79","159"
"20011016","102","79","158"
"20011015","100","79","157"
"20011014","0","0","0"
"20011013","0","0","0"
"20011012","101","80","160"
"20011011","102","81","164"
"20011010","102","82","164"
"20011009","100","82","165"
"20011008","99","83","166"
"20011007","0","0","0"
"20011006","0","0","0"
"20011005","100","82","166"
"20011004","100","81","165"
"20011003","99","81","166"
"20011002","96","80","166"
"20011001","97","81","166"
"20010930","0","0","0"
"20010929","0","0","0"
"20010928","99","82","165"
"20010927","100","83","169"
"20010926","101","83","170"
"20010925","99","82","170"
"20010924","98","82","171"
"20010923","0","0","0"
"20010922","0","0","0"
"20010921","97","83","172"
"20010920","97","84","173"
"20010919","96","83","172"
"20010918","98","84","174"
"20010917","100","85","176"
"20010916","0","0","0"
"20010915","0","0","0"
"20010914","100","86","174"
"20010913","103","88","177"
"20010912","0","0","0"
"20010911","0","0","0"
"20010910","99","84","170"
"20010909","0","0","0"
"20010908","0","0","0"
"20010907","98","84","170"
"20010906","99","84","170"
"20010905","100","85","173"
"20010904","101","86","175"
"20010903","0","0","0"
"20010902","0","0","0"
"20010901","0","0","0"
"20010831","102","86","176"
"20010830","99","85","173"
"20010829","101","85","176"
"20010828","99","85","174"
"20010827","100","85","176"
"20010826","0","0","0"
"20010825","0","0","0"
"20010824","100","84","175"
"20010823","101","86","177"
"20010822","99","84","179"
"20010821","98","84","180"
"20010820","97","83","179"
"20010819","0","0","0"
"20010818","0","0","0"
"20010817","98","84","185"
"20010816","98","85","184"
"20010815","97","86","190"
"20010814","98","87","189"
"20010813","99","88","192"
"20010812","0","0","0"
"20010811","0","0","0"
"20010810","99","87","190"
"20010809","99","86","188"
"20010808","98","85","190"
"20010807","98","85","186"
"20010806","97","83","184"
"20010805","0","0","0"
"20010804","0","0","0"
"20010803","97","82","180"
"20010802","99","84","181"
"20010801","100","84","187"
"20010731","102","86","188"
"20010730","101","85","185"
"20010729","0","0","0"
